"ACTIVITY_KEY"	"ACTIVITYALT_KEY"	"ACTIVITYNAME"	"ACTIVITYSHORTNAME"	"ACTIVITYSHORTNAMEENUM"	"ACTIVITYGROUP"	"ACTIVITYSUBGROUP"	"ACTIVITYSEGMENT"	"ACTIVITYVALIDCODE"	"INDUSTRYALT_KEY"	"BSR1ACODE"	"BSR1BCODE"	"FOODPRO"	"ACTIVITYLBRCODE"	"ASSETCLASS"	"BSR3CODE"	"CIBIL_CONSUMERACTYPE"	"COMODITYCODE"	"SECTORLBRCODE"	"SICKINDUSTRYCODE"	"SICKSSIINDALT_KEY"	"ASSETCLASSNORM"	"OTHERASSETS"	"MINORACTIVITY"	"SHGACTIVITY"	"PROD"	"INV"	"NF"	"ACT_TYPE"	"LBRGROUP"	"LBRSUBGROUP"	"LBRCODE"	"ACT_PH"	"CIBILBUSINESSINDUSTRYTYPE"	"SICCODE"	"ACTIVITYSUBGROUPDESCRIPTION"	"INTREST_FREQ"	"SRCSYSACTIVITYCODE"	"SRCSYSACTIVITYCODE1"	"SRCSYSACTIVITYNAME"	"SRCSYSACTIVITYNAME1"	"DESTSYSACTIVITYCODE"	"AUTHORISATIONSTATUS"	"EFFECTIVEFROMTIMEKEY"	"EFFECTIVETOTIMEKEY"	"CREATEDBY"	"DATECREATED"	"MODIFIEDBY"	"DATEMODIFIE"	"APPROVEDBY"	"DATEAPPROVED"	"D2KTIMESTAMP"	"VCI"	"IRBMARK"	"EWSINDUSTRYALT_KEY"	"BSEINDUSTRYALT_KEY"	"EWSKEYSECTORALT_KEY"	"NEWACTIVITYSEGMENT"	"ALLIED_AGR"
379	3350	"EDU LOAN FOR OTHER PROFESSIONAL COURSE"	"EDU-LOAN-OTH-PROF"	"EDU-LOAN-OTH-PROF"	"EDUCATION"	"EDU"	" "	"Y"		"95014"	"874"		""	"NORMAL"	""	"08"	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	""	"OTHER PRIORITY SECTOR"	"EDUCATION LOANS"	76	""	"11"	""	"EDUCATION LOAN"	""	"3350"	""	"EDU LOAN FOR OTHER PROFESSIONAL COURSE"	""	""	""	1400	49999	""		""		""		00000000000F140F	""	""				" "	"N"
7	1012	"SPRINKLER SETS"	"SPRNKLR SET"	"SPRNKLR SET"	"AGRICULTURE"	"AG-MI"	" "	"Y"		"01154"	"120"		""	"NORMAL"	""	"53"	"999"	""	""	95	"AGRI"	"C"	"E"	"E"	"C"	"C"	"E"	"IV-AG"	"MINOR IRRIGATION"	"SPRINKLE SETS"	5	""	"09"	""	"AGRICULTURE-MINOR IRRIGATION"	"Y"	"1012"	""	"SPRINKLER SETS"	""	""	""	1400	49999	""		""		""		00000000000F1410	""	""				"FARM-CREDIT"	"N"
852	6026	"LEAD & ZINC ORE MINING"	"LEAD-ZINC-MINING"	"LEAD-ZINC-MINING"	"MANUFACTURING"	"MINING"	" "	"N"	2	"13201"	"340"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"MINING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1411	""	""				" "	"N"
9	1021	"RENOVATION OF OLD WELLS"	"RENO WELL"	"RENO WELL"	"AGRICULTURE"	"AG-MI"	" "	"N"		"01154"	"120"		""	"NORMAL"	""	""	"999"	""	""	95	"AGRI"	"C"	"E"	"E"	"C"	"C"	"E"	"IV-AG"	"MINOR IRRIGATION"	"MISCELLANEOUS"	7	""	"09"	""	"AGRICULTURE-MINOR IRRIGATION"	"Y"	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1412	""	""				"FARM-CREDIT"	"N"
854	6040	"MINING OF RADIO-ACTIVE ORES"	"MINING-RADIO-ACTIVE"	"MINING-RADIO-ACTIVE"	"MANUFACTURING"	"MINING"	" "	"N"	2	"12001"	"340"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"MINING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1413	""	""				" "	"N"
11	1023	"WATER HARVESTING SCHEMES"	"WAT HAR SCH"	"WAT HAR SCH"	"AGRICULTURE"	"AG-MI"	" "	"N"		"01154"	"120"		""	"NORMAL"	""	""	"999"	""	""	95	"AGRI"	"E"	"E"	"E"	"E"	"C"	"E"	"IV-AG"	"MINOR IRRIGATION"	"MISCELLANEOUS"	7	""	"09"	""	"AGRICULTURE-MINOR IRRIGATION"	"Y"	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1414	""	""				"FARM-CREDIT"	"N"
869	6075	"OFF SHORE EXTRACTION OF PETRO & NATURAL GAS"	"OFF-SHORE-EXTRACTION"	"OFF-SHORE-EXTRACTION"	"MANUFACTURING"	"MINING"	" "	"N"	2	"11101"	"340"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"MINING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1415	""	""				" "	"N"
13	1030	"INSTALLATION OF TUBEWELLS"	"TUBEWELL"	"TUBEWELL"	"AGRICULTURE"	"AG-MI"	" "	"N"		"01154"	"120"		""	"NORMAL"	""	""	"999"	""	""		"AGRI"	""	""	""	""	""	""	""	""	""		""	"09"	""	"AGRICULTURE-MINOR IRRIGATION"	"Y"	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1416	""	""				"FARM-CREDIT"	"N"
871	6077	"EXTRACT CRUDE PETROL"	"EXTTR-CRUD-PETROL"	"EXTTR-CRUD-PETROL"	"MANUFACTURING"	"MINING"	" "	"N"	2	"11101"	"340"		""	"NORMAL"	""	""	""	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"NON PRIORITY SECTOR"	"NPS-OTHERS"	99	""	"01"	""	"MINING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1417	""	""				" "	"N"
16	1101	"LAND RECLAMATION"	"LAND RECLAM"	"LAND RECLAM"	"AGRICULTURE"	"AG-LD"	" "	"N"		"01153"	"120"		""	"NORMAL"	""	""	"999"	""	""	95	"AGRI"	"E"	"E"	"E"	"C"	"C"	"E"	"IV-AG"	"LAND DEVELOPMENT"	"LAND RECLAMATION"	8	""	"09"	""	"AGRICULTURE-LAND DEVELOPMENT"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1418	""	""				"AGRI-IFRA"	"N"
873	6080	"MINING/ QUERYING OF ROCK AGGREGATE, SAND, CLAY"	"MINING-QRYNG-ROCK"	"MINING-QRYNG-ROCK"	"MANUFACTURING"	"MINING"	" "	"N"	2	"14101"	"340"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"MINING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1419	""	""				" "	"N"
18	1103	"WATERSHED DEVELOPMENT"	"WATERSHED DEVELOP"	"WATERSHED DEVELOP"	"AGRICULTURE"	"AG-LD"	" "	"N"		"01153"	"120"		""	"NORMAL"	""	""	"999"	""	""	95	"AGRI"	"E"	"E"	"E"	"C"	"C"	"E"	"IV-AG"	"LAND DEVELOPMENT"	"WATERSHED DEVELOPMENT"	10	""	"09"	""	"AGRICULTURE-LAND DEVELOPMENT"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F141A	""	""				"AGRI-IFRA"	"N"
604	4403	"BOOKS ? HIGHER EDUCATION"	""	""	"SERVICES"	"SERVICES"	" "	"N"		"22101"	"280"		""	"NORMAL"	""	""	""	""	""		"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"06"	""	"SERVICES ACTIVITIES"	""	""	""	""	""	""	""	1900	49999	""		"D2K"		""		00000000000F141B	""	""				" "	"N"
20	1105	"LAND LEVELING, LOANS UNDER CADA/OFD"	"LAND LVL CADA LOAN"	"LAND LVL CADA LOAN"	"AGRICULTURE"	"AG-LD"	" "	"N"		"01153"	"120"		""	"NORMAL"	""	""	"999"	""	""	95	"AGRI"	"E"	"E"	"E"	"C"	"C"	"E"	"IV-AG"	"LAND DEVELOPMENT"	"LAND LEVELING, LOANS UNDER CADA/OFD"	12	""	"09"	""	"AGRICULTURE-LAND DEVELOPMENT"	"Y"	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F141C	""	""				"AGRI-IFRA"	"N"
606	4405	"BOOKS - LITERATURE"	""	""	"SERVICES"	"SERVICES"	" "	"N"		"22101"	"280"		""	"NORMAL"	""	""	""	""	""		"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"06"	""	"SERVICES ACTIVITIES"	""	""	""	""	""	""	""	1900	49999	""		"D2K"		""		00000000000F141D	""	""				" "	"N"
1684	1107	"RECLAMATION OF SALINE SOIL"	"RECLAM OF SALIN SOIL"	"RECLAM OF SALIN SOIL"	"AGRICULTURE"	"AG-LD"	" "	"N"		"01153"	"120"		""	"NORMAL"	""	""	"999"	""	""		"AGRI"	"E"	"E"	"E"	"C"	"C"	"E"	"IV-AG"	""	""		""	"09"	""	"AGRICULTURE-LAND DEVELOPMENT"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F141E	""	""				"AGRI-IFRA"	"N"
608	4407	"PERIODICALS, JOURNALS ETC"	""	""	"SERVICES"	"SERVICES"	" "	"N"		"22101"	"280"		""	"NORMAL"	""	""	""	""	""		"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"06"	""	"SERVICES ACTIVITIES"	""	""	""	""	""	""	""	1900	49999	""		"D2K"		""		00000000000F141F	""	""				" "	"N"
23	1201	"TRACTORS"	"TRACTORS"	"TRACTORS"	"AGRICULTURE"	"AG-FM"	" "	"Y"		"01151"	"120"		""	"NORMAL"	""	"53"	"999"	""	""	95	"AGRI"	"C"	"E"	"E"	"C"	"C"	"E"	"IV-AG"	"FARM MECHANISM"	"TRACTORS"	15	""	"09"	""	"AGRICULTURE- FARM MECHANIZATION"	"Y"	"1201"	""	"TRACTORS"	""	""	""	1400	49999	""		""		""		00000000000F1420	""	""				"FARM-CREDIT"	"N"
627	4504	"AUTO REPAIRING  ? LIGHT COMMERCIAL VEHICLES"	"AUTO-REPA-LCV"	"AUTO-REPA-LCV"	"SERVICES"	"SERVICES"	" "	"Y"		"93101"	"714"		""	"NORMAL"	""	"00"	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	"NF"	"NON FARM SECTOR & SSI"	"TINY SECTOR"	67	""	"06"	""	"SERVICES ACTIVITIES"	""	"4504"	""	"AUTO REPAIRING  . LIGHT COMMERCIAL VEHICLES"	""	""	""	1400	49999	""		""		""		00000000000F1421	""	""				" "	"N"
25	1203	"IMPLEMENTS ATTACHED TO TRACTOR"	"IMPL-TRACTORS"	"IMPL-TRACTORS"	"AGRICULTURE"	"AG-FM"	" "	"Y"		"01151"	"120"		""	"NORMAL"	""	"53"	"999"	""	""	95	"AGRI"	"C"	"E"	"E"	"C"	"C"	"E"	"IV-AG"	"FARM MECHANISM"	"TRACTORS"	15	""	"09"	""	"AGRICULTURE- FARM MECHANIZATION"	"Y"	"1203"	""	"IMPLEMENTS ATTACHED TO TRACTOR"	""	""	""	1400	49999	""		""		""		00000000000F1422	""	""				"FARM-CREDIT"	"N"
629	4506	"AUTO REPAIRING  ? TRACTORS"	"AUTO-REPA-TRACT"	"AUTO-REPA-TRACT"	"SERVICES"	"SERVICES"	" "	"Y"		"93101"	"714"		""	"NORMAL"	""	"00"	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	"NF"	"NON FARM SECTOR & SSI"	"MISCELLANEOUS"	71	""	"06"	""	"SERVICES ACTIVITIES"	""	"4506"	""	"AUTO REPAIRING  . TRACTORS"	""	""	""	1400	49999	""		""		""		00000000000F1423	""	""				" "	"N"
1685	1205	"THRESHAR CUTTER"	"THRESHAR CUTTER"	"THRESHAR CUTTER"	"AGRICULTURE"	"AG-FM"	" "	"Y"		"01409"	"199"		""	"NORMAL"	""	"53"	"999"	""	""		"AGRI"	"C"	"E"	"E"	"C"	"C"	"E"	"IV-AG"	""	""		""	"09"	""	"AGRICULTURE- FARM MECHANIZATION"	"Y"	"1205"	""	"THRESHAR CUTTER"	""	""	""	1400	49999	""		""		""		00000000000F1424	""	""				"FARM-CREDIT"	"N"
655	4532	"LATHE JOBBING"	"LATHE-JABONG"	"LATHE-JABONG"	"SERVICES"	"SERVICES"	" "	"N"		"93001"	"340"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	""	"NON FARM SECTOR & SSI"	"TINY SECTOR"	67	""	"06"	""	"SERVICES ACTIVITIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1425	""	""				" "	"N"
28	1208	"SELF PROPELLED COMBINE HARVESTERS"	"SELF PROP COMB HRVST"	"SELF PROP COMB HRVST"	"AGRICULTURE"	"AG-FM"	" "	"N"		"01151"	"120"		""	"NORMAL"	""	""	"999"	""	""	95	"AGRI"	""	""	""	""	""	""	""	""	""		""	"09"	""	"AGRICULTURE- FARM MECHANIZATION"	"Y"	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1426	""	""				"FARM-CREDIT"	"N"
657	4534	"NICKEL POLISHING/BUFFING"	"NICKEL-POLISH"	"NICKEL-POLISH"	"SERVICES"	"SERVICES"	" "	"N"		"93001"	"340"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"NF"	"NON FARM SECTOR & SSI"	"TINY SECTOR"	67	""	"06"	""	"SERVICES ACTIVITIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1427	""	""				" "	"N"
659	4536	"PROVIDING SOCIAL SERVICES"	"PROV-SOC-SERV"	"PROV-SOC-SERV"	"SERVICES"	"SERVICES"	" "	"N"		"75001"	"719"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"06"	""	"SERVICES ACTIVITIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1428	""	""				" "	"N"
661	4538	"NEWS AGENCY ACTIVITIES"	"NEW-AGNCY-ACTIVITY"	"NEW-AGNCY-ACTIVITY"	"SERVICES"	"SERVICES"	" "	"N"		"92201"	"713"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"06"	""	"SERVICES ACTIVITIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1429	""	""				" "	"N"
30	1221	"VEHICLE FOR TRANSPORTATION OF AGRL. PRODUCE / FARM TRANSPORT VEHICLE"	"VFTOP"	"VFTOP"	"AGRICULTURE"	"AG-FM"	" "	"Y"		"01152"	"120"		""	"NORMAL"	""	"53"	"999"	""	""	95	"AGRI"	""	""	""	""	""	""	""	""	""		""	"09"	""	"AGRICULTURE- FARM MECHANIZATION"	"Y"	"1221"	""	"VEHICLE FOR TRANSPORTATION OF AGRL. PRODUCE / FARM TRANSPORT VEHICLE"	""	""	""	1400	49999	""		""		""		00000000000F142A	""	""				"FARM-CREDIT"	"N"
2051	1007	"CONSTRUCTION OF PUMP HOUSE"	"PUMP HOUSE"	"PUMP HOUSE"	"AGRICULTURE"	"AG-MI"	" "	"N"		"01154"	"120"		""	"NORMAL"	""	""	"999"	""	""	95	"AGRI"	"E"	"E"	"E"	"E"	"C"	"E"	"IV-AG"	""	""		""	"09"	""	"AGRICULTURE-MINOR IRRIGATION"	"Y"	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F142B	""	""				"FARM-CREDIT"	"N"
32	1231	"LOAN TO FARMERS FOR REPAIR OF AGRI. MACHINERY"	"LN FRMR AGR MACH"	"LN FRMR AGR MACH"	"AGRICULTURE"	"AG-FM"	" "	"N"		"01151"	"120"		""	"NORMAL"	""	""	"999"	""	""	95	"AGRI"	"E"	"E"	"E"	"E"	"C"	"E"	"PD-AG"	""	""		""	"09"	""	"AGRICULTURE- FARM MECHANIZATION"	"Y"	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F142C	""	""				"FARM-CREDIT"	"N"
6	1011	"DRIP SETS"	"DRIP SET"	"DRIP SET"	"AGRICULTURE"	"AG-MI"	" "	"N"		"01154"	"120"		""	"NORMAL"	""	""	"999"	""	""	95	"AGRI"	"C"	"E"	"E"	"C"	"C"	"E"	"IV-AG"	"MINOR IRRIGATION"	"DRIP SETS"	4	""	"09"	""	"AGRICULTURE-MINOR IRRIGATION"	"Y"	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F142D	""	""				"FARM-CREDIT"	"N"
34	1299	"MISCELLANEOUS (FARM MECHENISATION)"	"MISC FARM MECHNSTN"	"MISC FARM MECHNSTN"	"AGRICULTURE"	"AG-FM"	" "	"Y"		"01151"	"120"		""	"NORMAL"	""	"53"	"999"	""	""	95	"AGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"IV-AG"	"FARM MECHANISM"	"MISCELLANEOUS"	17	""	"09"	""	"AGRICULTURE- FARM MECHANIZATION"	"Y"	"1299"	""	"MISCELLANEOUS (FARM MECHENISATION)"	""	""	""	1400	49999	""		""		""		00000000000F142E	""	""				"FARM-CREDIT"	"N"
8	1013	"LIFT IRRIGATION SCHEME"	"LIFT IRR SCH"	"LIFT IRR SCH"	"AGRICULTURE"	"AG-MI"	" "	"Y"		"01154"	"120"		""	"NORMAL"	""	"53"	"999"	""	""	95	"AGRI"	"E"	"E"	"E"	"E"	"C"	"E"	"IV-AG"	"MINOR IRRIGATION"	"LIFT IRRIGATION SCHEME"	6	""	"09"	""	"AGRICULTURE-MINOR IRRIGATION"	"Y"	"1013"	""	"LIFT IRRIGATION SCHEME"	""	""	""	1400	49999	""		""		""		00000000000F142F	""	""				"FARM-CREDIT"	"N"
36	1402	"FARM FORESTRY E .G.  POPLAR, EUCALYPTUS"	"FARM FOREST"	"FARM FOREST"	"AGRICULTURE"	"FORESTRY"	" "	"N"		"02001"	"139"		""	"NORMAL"	""	""	"999"	""	""	95	"AGRI"	""	""	""	""	""	""	""	""	""		""	"09"	""	"AGRICULTURE- FORESTRY"	"Y"	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1430	""	""				"FARM-CREDIT"	"N"
10	1022	"REPAIR / CLEANING OF WELLS / PONDS"	"REP WELL"	"REP WELL"	"AGRICULTURE"	"AG-MI"	" "	"N"		"01154"	"120"		""	"NORMAL"	""	""	"999"	""	""	95	"AGRI"	"C"	"E"	"E"	"C"	"C"	"E"	"IV-AG"	"MINOR IRRIGATION"	"MISCELLANEOUS"	7	""	"09"	""	"AGRICULTURE-MINOR IRRIGATION"	"Y"	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1431	""	""				"FARM-CREDIT"	"N"
2052	1404	"LAK"	"LAK"	"LAK"	"AGRICULTURE"	"FORESTRY"	" "	"N"		"02001"	"139"		""	"NORMAL"	""	""	"999"	""	""		"AGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"NF"	""	""		""	"09"	""	"AGRICULTURE- FORESTRY"	"Y"	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1432	""	""				"FARM-CREDIT"	"N"
12	1024	"LAYING OF PIPELINES"	"LAY-PIPELINES"	"LAY-PIPELINES"	"AGRICULTURE"	"AG-MI"	" "	"N"		"01154"	"120"		""	"NORMAL"	""	""	"999"	""	""	95	"AGRI"	"C"	"E"	"E"	"C"	"C"	"E"	"IV-AG"	"MINOR IRRIGATION"	"MISCELLANEOUS"	7	""	"09"	""	"AGRICULTURE-MINOR IRRIGATION"	"Y"	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1433	""	""				"FARM-CREDIT"	"N"
39	1511	"COLD STORAGE UNITS ? PRE COOLING"	"COLD ST UNT PRE"	"COLD ST UNT PRE"	"AGRICULTURE"	"STORAGE"	" "	"N"		"01181"	"199"		""	"NORMAL"	""	""	""	""	""		"AGRI"	"E"	"E"	"E"	"E"	"C"	"E"	"IV-AG"	"STORAGE & MARKET YARDS"	"COLD STORAGE UNITS"	56	""	"09"	""	"AGRICULTURE STORAGE"	""	""	""	""	""	""	""	1900	49999	""		"D2K"		""		00000000000F1434	""	""				" "	"N"
14	1099	"FARM IRRIGATION (MISCELLANEOUS (MI))"	"FARM IRR"	"FARM IRR"	"AGRICULTURE"	"AG-MI"	" "	"Y"		"01154"	"120"		""	"NORMAL"	""	"53"	"999"	""	""	95	"AGRI"	""	""	""	""	""	""	""	""	""		""	"09"	""	"AGRICULTURE-MINOR IRRIGATION"	"Y"	"1099"	""	"FARM IRRIGATION (MISCELLANEOUS (MI))"	""	""	""	1400	49999	""		""		""		00000000000F1435	""	""				"FARM-CREDIT"	"N"
41	1513	"COLD STORAGE FOR INLAND/ MARINE PRODUCTS"	"COLD STOR IN MAR"	"COLD STOR IN MAR"	"AGRICULTURE"	"STORAGE"	" "	"N"		"01181"	"199"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"C"	"E"	"IV-AG"	"STORAGE & MARKET YARDS"	"COLD STORAGE UNITS"	56	""	"09"	""	"AGRICULTURE STORAGE"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1436	""	""				"AGRI-IFRA"	"N"
17	1102	"BUNDING/SOIL CONSERVATION"	"SOIL CONSERVATION"	"SOIL CONSERVATION"	"AGRICULTURE"	"AG-LD"	" "	"N"		"01153"	"120"		""	"NORMAL"	""	""	"999"	""	""	95	"AGRI"	"E"	"E"	"E"	"C"	"C"	"E"	"IV-AG"	"LAND DEVELOPMENT"	"BUNDING/SOIL CONSERVATION"	9	""	"09"	""	"AGRICULTURE-LAND DEVELOPMENT"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1437	""	""				"AGRI-IFRA"	"N"
19	1104	"WATER MANAGEMENT/ CHANNEL/ LINING"	"WATER-MGMT-CHAN"	"WATER-MGMT-CHAN"	"AGRICULTURE"	"AG-LD"	" "	"N"		"01153"	"120"		""	"NORMAL"	""	""	"999"	""	""	95	"AGRI"	"E"	"E"	"E"	"C"	"C"	"E"	"IV-AG"	"LAND DEVELOPMENT"	"WATER MANAGEMENT/ CHANNEL/ LINING"	11	""	"09"	""	"AGRICULTURE-LAND DEVELOPMENT"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1438	""	""				"AGRI-IFRA"	"N"
1693	1517	"INDIGENOUS MILK PROCESSING UNIT"	"INDIGEN MLK PROC UNT"	"INDIGEN MLK PROC UNT"	"AGRICULTURE"	"STORAGE"	" "	"Y"		"01181"	"199"		""	"NORMAL"	""	"53"	"999"	""	""		"NONAGRI"	"E"	"E"	"E"	"E"	"C"	"E"	"IV"	""	""		""	"09"	""	"AGRICULTURE STORAGE"	""	"1517"	""	"INDIGENOUS MILK PROCESSING UNIT"	""	""	""	1400	49999	""		""		""		00000000000F1439	""	""				"AGRI-IFRA"	"N"
57	1701	"SHEEP REARING"	"SHEEP"	"SHEEP"	"AGRICULTURE"	"AH-OTH"	" "	"Y"		"01202"	"139"		""	"NORMAL"	""	"53"	"999"	""	""	95	"AGRI"	"C"	"C"	"E"	"C"	"C"	"E"	"PD-AH"	"ANIMAL HUSBANDRY OTHER"	"SHEEP REARING"	38	""	"09"	""	"ANIMAL HUSBANDARY-OTHERS"	""	"1701"	""	"SHEEP REARING"	""	""	""	1400	49999	""		""		""		00000000000F143A	""	""				"FARM-CREDIT"	"Y"
21	1106	"WASTE LAND DEVELOPMENT"	"WASTE LAND DEV"	"WASTE LAND DEV"	"AGRICULTURE"	"AG-LD"	" "	"N"		"01153"	"120"		""	"NORMAL"	""	""	"999"	""	""	95	"AGRI"	"E"	"E"	"E"	"C"	"C"	"E"	"IV-AG"	"FORESTRY & WASTELAND DEVELOPMENT"	"WASTE LAND DEVELOPMENT"	54	""	"09"	""	"AGRICULTURE-LAND DEVELOPMENT"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F143B	""	""				"AGRI-IFRA"	"N"
59	1703	"PIG/HOG REARING"	"PIG"	"PIG"	"AGRICULTURE"	"AH-OTH"	"ALLIED"	"N"		"01209"	"139"		""	"NORMAL"	""	""	"999"	""	""	95	"AGRI"	"C"	"C"	"E"	"C"	"C"	"E"	"PD-AH"	"ANIMAL HUSBANDRY OTHER"	"PIG/HOG REARING"	40	""	"09"	""	"ANIMAL HUSBANDARY-OTHERS"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F143C	""	""				"FARM-CREDIT"	"Y"
22	1199	"SOIL/LAND/FARM DEVEL (MISCELLANEOUS (LAND DEVELOPMENT))"	"MISC LAND DEV"	"MISC LAND DEV"	"AGRICULTURE"	"AG-LD"	" "	"N"		"01153"	"120"		""	"NORMAL"	""	""	"999"	""	""	95	"AGRI"	""	""	""	""	""	""	""	""	""		""	"09"	""	"AGRICULTURE-LAND DEVELOPMENT"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F143D	""	""				"AGRI-IFRA"	"N"
61	1705	"RABBIT REARING FOR MEAT PRODUCTION"	"RAB REA MEAT PROD"	"RAB REA MEAT PROD"	"AGRICULTURE"	"AH-OTH"	" "	"N"		"01209"	"139"		""	"NORMAL"	""	""	"999"	""	""	95	"AGRI"	"E"	"E"	"E"	"E"	"C"	"E"	"PD-AH"	"ANIMAL HUSBANDRY OTHER"	"RABBIT REARING FOR MEAT PRODUCTION"	41	""	"09"	""	"ANIMAL HUSBANDARY-OTHERS"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F143E	""	""				"FARM-CREDIT"	"Y"
24	1202	"POWER TILLERS"	"POWER TILLERS"	"POWER TILLERS"	"AGRICULTURE"	"AG-FM"	" "	"Y"		"01151"	"120"		""	"NORMAL"	""	"53"	"999"	""	""	95	"AGRI"	"C"	"E"	"E"	"C"	"C"	"E"	"IV-AG"	"FARM MECHANISM"	"POWER TILLERS"	16	""	"09"	""	"AGRICULTURE- FARM MECHANIZATION"	"Y"	"1202"	""	"POWER TILLERS"	""	""	""	1400	49999	""		""		""		00000000000F143F	""	""				"FARM-CREDIT"	"N"
3009	1710	"REARING OF HORSE"	"REARING-HORSE"	"REARING-HORSE"	"AGRICULTURE"	"AGR-OTH"	" "	"N"		"1202"	""		""	""	""	""	"999"	""	""		"AGRI"	""	""	""	""	""	""	""	""	""		""	"09"	""	"AGRICULTURE-OTHERS"	""	""	""	""	""	""	""	3287	49999	"D2K"	11-MAR-14	"D2K"		""		00000000000F1440	""	""				"FARM-CREDIT"	"N"
26	1204	"TRACTOR TROLLEYS"	"TRACT-TROLLEYS"	"TRACT-TROLLEYS"	"AGRICULTURE"	"AG-FM"	" "	"Y"		"01152"	"120"		""	"NORMAL"	""	"53"	"999"	""	""	95	"AGRI"	"C"	"E"	"E"	"C"	"C"	"E"	"IV-AG"	"FARM MECHANISM"	"TRACTORS"	15	""	"09"	""	"AGRICULTURE- FARM MECHANIZATION"	"Y"	"1204"	""	"TRACTOR TROLLEYS"	""	""	""	1400	49999	""		""		""		00000000000F1441	""	""				"FARM-CREDIT"	"N"
