"IDENTITYKEY"	"USERID"	"DESCRIPTION"	"MODE_"	"STARTTIME"	"ENDTIME"	"TIMETAKEN_SEC"	"TIMEKEY"	"SETID"	"PROC_LOC"	"STATUSFLAG"
2326	"DM762"	"UPDATE ContiExcessDt FOR CC ACCOUNT"	"COMPLETE"	16-FEB-24 10.57.26.453000000 AM	16-FEB-24 10.57.31.100000000 AM	5	27068	11	""	""
2327	"DM762"	"UPDATE Balance,LastCrDate,CreditsinceDt FOR ALL ACCOUNT"	"COMPLETE"	16-FEB-24 10.57.31.103000000 AM	16-FEB-24 10.57.40.133000000 AM	9	27068	11	""	""
2328	"DM762"	"UPDATE OVERDUE SINCE DATE DUE TO DPD MAX FOR VISION PLUS DATA ONLY"	"COMPLETE"	16-FEB-24 10.57.40.870000000 AM	16-FEB-24 10.57.48.447000000 AM	8	27068	11	""	""
2329	"DM762"	"SrcAssetClass_Key key|SysAssetClassAlt_Key"	"COMPLETE"	16-FEB-24 10.57.48.450000000 AM	16-FEB-24 10.57.53.983000000 AM	5	27068	11	""	""
2330	"DM762"	"UPDATE SYSASSETCLASSALT_KEY|SYSNPA_DT BY PAN NO"	"COMPLETE"	16-FEB-24 10.57.53.983000000 AM	16-FEB-24 10.57.53.983000000 AM	0	27068	11	""	""
191	"DM085"	"INSERT DATA FOR PRO.CUSTOMERCAL CAL TABLE"	"COMPLETE"	21-AUG-23 06.42.17.130000000 PM	21-AUG-23 06.42.17.133000000 PM	0	26876	2	""	""
192	"DM085"	"INSERT DATA IN ACCOUNTCAL TABLE"	"COMPLETE"	21-AUG-23 06.42.17.137000000 PM	21-AUG-23 06.42.17.193000000 PM	0	26876	2	""	""
193	"DM085"	"UPDATE PANNO"	"COMPLETE"	21-AUG-23 06.42.17.193000000 PM	21-AUG-23 06.42.17.197000000 PM	0	26876	2	""	""
194	"DM085"	"UPDATE AADHAR NUMBER IN CUSTOMER CAL"	"COMPLETE"	21-AUG-23 06.42.17.197000000 PM	21-AUG-23 06.42.17.200000000 PM	0	26876	2	""	""
195	"DM085"	"INSERT INVALID PANCARDNO|AADHARCARDNO"	"COMPLETE"	21-AUG-23 06.42.17.200000000 PM	21-AUG-23 06.42.17.200000000 PM	0	26876	2	""	""
196	"DM085"	"UPDATE ProductCode IN ACCOUNTCAL"	"COMPLETE"	21-AUG-23 06.42.17.200000000 PM	21-AUG-23 06.42.17.240000000 PM	0	26876	2	""	""
197	"DM085"	"UPDATE DRAWINGPOWER|REVIEWDUEDT FOR ALL ACCOUNT"	"COMPLETE"	21-AUG-23 06.42.17.240000000 PM	21-AUG-23 06.42.17.257000000 PM	0	26876	2	""	""
198	"DM085"	"UPDATE Asset_Norm|FacilityType ISLAD  ACCOUNT"	"COMPLETE"	21-AUG-23 06.42.17.257000000 PM	21-AUG-23 06.42.17.327000000 PM	0	26876	2	""	""
199	"DM085"	"UPDATE BANK ASSET CLASSIFICATION IN ACCOUNTCAL"	"COMPLETE"	21-AUG-23 06.42.17.327000000 PM	21-AUG-23 06.42.17.327000000 PM	0	26876	2	""	""
200	"DM085"	"UPDATE ContiExcessDt FOR CC ACCOUNT"	"COMPLETE"	21-AUG-23 06.42.17.327000000 PM	21-AUG-23 06.42.17.340000000 PM	0	26876	2	""	""
201	"DM085"	"UPDATE Balance,LastCrDate,CreditsinceDt FOR ALL ACCOUNT"	"COMPLETE"	21-AUG-23 06.42.17.340000000 PM	21-AUG-23 06.42.17.373000000 PM	0	26876	2	""	""
202	"DM085"	"UPDATE OVERDUE SINCE DATE DUE TO DPD MAX FOR VISION PLUS DATA ONLY"	"COMPLETE"	21-AUG-23 06.42.17.393000000 PM	21-AUG-23 06.42.17.460000000 PM	0	26876	2	""	""
203	"DM085"	"SrcAssetClass_Key key|SysAssetClassAlt_Key"	"COMPLETE"	21-AUG-23 06.42.17.460000000 PM	21-AUG-23 06.42.17.467000000 PM	0	26876	2	""	""
204	"DM085"	"UPDATE SYSASSETCLASSALT_KEY|SYSNPA_DT BY PAN NO"	"COMPLETE"	21-AUG-23 06.42.17.467000000 PM	21-AUG-23 06.42.17.467000000 PM	0	26876	2	""	""
205	"DM085"	"UPDATE SYSASSETCLASSALT_KEY|SYSNPA_DT BY AADHARCARD NO"	"COMPLETE"	21-AUG-23 06.42.17.467000000 PM	21-AUG-23 06.42.17.467000000 PM	0	26876	2	""	""
206	"DM085"	"SplCatg Alt_Key ACCOUNT LEVEL"	"COMPLETE"	21-AUG-23 06.42.17.467000000 PM	21-AUG-23 06.42.17.490000000 PM	0	26876	2	""	""
207	"DM085"	"UPDATE SplCatg Alt_Key CUSTOMER LEVEL"	"COMPLETE"	21-AUG-23 06.42.17.490000000 PM	21-AUG-23 06.42.17.493000000 PM	0	26876	2	""	""
208	"DM085"	"MARKING OF ALWAYS STD Account LEVEL"	"COMPLETE"	21-AUG-23 06.42.17.493000000 PM	21-AUG-23 06.42.17.540000000 PM	0	26876	2	""	""
209	"DM085"	"marking  always NPA account table level"	"COMPLETE"	21-AUG-23 06.42.17.540000000 PM	21-AUG-23 06.42.17.573000000 PM	0	26876	2	""	""
210	"DM085"	"marking  always STD CUSTOMER  level"	"COMPLETE"	21-AUG-23 06.42.17.573000000 PM	21-AUG-23 06.42.17.577000000 PM	0	26876	2	""	""
211	"DM085"	"marking  always NPA CUSTOMER table level"	"COMPLETE"	21-AUG-23 06.42.17.577000000 PM	21-AUG-23 06.42.17.580000000 PM	0	26876	2	""	""
212	"DM085"	"UPDATE Accounts whose customer is in always standaed category"	"COMPLETE"	21-AUG-23 06.42.17.580000000 PM	21-AUG-23 06.42.17.587000000 PM	0	26876	2	""	""
213	"DM085"	"UPDATE Accounts whose customer is in always NPA category"	"COMPLETE"	21-AUG-23 06.42.17.587000000 PM	21-AUG-23 06.42.17.597000000 PM	0	26876	2	""	""
214	"DM085"	"CurrAssetClassAlt_Key update in Account Cal from customer Cal systemAssetclassalt_key"	"COMPLETE"	21-AUG-23 06.42.17.597000000 PM	21-AUG-23 06.42.17.623000000 PM	0	26876	2	""	""
215	"DM085"	"UPDATE InitialNpaDt AND FinalNpaDt AT Account  level from customer to account"	"COMPLETE"	21-AUG-23 06.42.17.623000000 PM	21-AUG-23 06.42.17.627000000 PM	0	26876	2	""	""
216	"DM085"	"marking always NPA account table level where vision plus  AccountBlockcode2=K"	"COMPLETE"	21-AUG-23 06.42.17.627000000 PM	21-AUG-23 06.42.17.647000000 PM	0	26876	2	""	""
217	"DM085"	"marking always NPA account table level where WriteOffAmount>0"	"COMPLETE"	21-AUG-23 06.42.17.647000000 PM	21-AUG-23 06.42.17.703000000 PM	0	26876	2	""	""
218	"DM085"	"UPDATE PrvQtrRV  AT Customer level"	"COMPLETE"	21-AUG-23 06.42.17.703000000 PM	21-AUG-23 06.42.17.747000000 PM	0	26876	2	""	""
219	"DM085"	"UPDATE CurntQtrRv  AT Customer level"	"COMPLETE"	21-AUG-23 06.42.17.747000000 PM	21-AUG-23 06.42.17.843000000 PM	0	26876	2	""	""
220	"DM085"	"UPDATE SECURITY FLAG WHERE SECURITY AT CUSTOMER LEVEL BUT  SecApp UNSECURED AT ACCOUNT LEVEL"	"RUNNING"	21-AUG-23 06.42.17.843000000 PM			26876	2	""	""
221	"DM085"	"update FlgAbinitio MARK at account level"	"COMPLETE"	21-AUG-23 06.42.17.870000000 PM	21-AUG-23 06.42.17.887000000 PM	0	26876	2	""	""
222	"DM085"	"update FlgFITL MARK at account level"	"COMPLETE"	21-AUG-23 06.42.17.887000000 PM	21-AUG-23 06.42.17.890000000 PM	0	26876	2	""	""
223	"DM085"	"UPDATE OVERDUESINCEDT FROM BILL DETAIL TABLE "	"COMPLETE"	21-AUG-23 06.42.17.890000000 PM	21-AUG-23 06.42.17.970000000 PM	0	26876	2	""	""
224	"DM085"	"UPDATE CoverGovGur BILL AT ACCOUNT LEVEL"	"COMPLETE"	21-AUG-23 06.42.17.970000000 PM	21-AUG-23 06.42.18.003000000 PM	1	26876	2	""	""
225	"DM085"	"UPDATE CoverGovGur PC AT ACCOUNT LEVEL"	"COMPLETE"	21-AUG-23 06.42.18.003000000 PM	21-AUG-23 06.42.18.027000000 PM	0	26876	2	""	""
226	"DM085"	"UPDATE CoverGovGur DL AT ACCOUNT LEVEL"	"COMPLETE"	21-AUG-23 06.42.18.027000000 PM	21-AUG-23 06.42.18.060000000 PM	0	26876	2	""	""
227	"DM085"	"UPDATE CoverGovGur CC AT ACCOUNT LEVEL"	"COMPLETE"	21-AUG-23 06.42.18.060000000 PM	21-AUG-23 06.42.18.083000000 PM	0	26876	2	""	""
228	"DM085"	"UPDATE PrvQtrInt,CurQtrInt,CurQtrCredit,PreQtrCredit"	"COMPLETE"	21-AUG-23 06.42.18.083000000 PM	21-AUG-23 06.42.18.103000000 PM	0	26876	2	""	""
229	"DM085"	"UPDATE INTNOTSERVICEDDT IN PRO.ACCOUNTCAL"	"COMPLETE"	21-AUG-23 06.42.18.107000000 PM	21-AUG-23 06.42.18.277000000 PM	0	26876	2	""	""
230	"DM085"	"OVERDUE SINCE DATE IS AVAILABLE BUT OVERDUE AMOUT IS ZERO"	"COMPLETE"	21-AUG-23 06.42.18.277000000 PM	21-AUG-23 06.42.18.277000000 PM	0	26876	2	""	""
231	"DM085"	"Stock statement date Data Preperation"	"COMPLETE"	21-AUG-23 06.42.18.280000000 PM	21-AUG-23 06.42.18.283000000 PM	0	26876	2	""	""
232	"DM085"	"update stock statement date in pro.accountcal"	"COMPLETE"	21-AUG-23 06.42.18.283000000 PM	21-AUG-23 06.42.18.307000000 PM	0	26876	2	""	""
233	"DM085"	"UPDATE DerecognisedInterest1 AMT IN PRO.ACCOUNTCAL"	"COMPLETE"	21-AUG-23 06.42.18.307000000 PM	21-AUG-23 06.42.18.357000000 PM	0	26876	2	""	""
234	"DM085"	"UPDATE DerecognisedInterest2 AMT IN PRO.ACCOUNTCAL"	"COMPLETE"	21-AUG-23 06.42.18.357000000 PM	21-AUG-23 06.42.18.407000000 PM	0	26876	2	""	""
235	"DM085"	"UPDATE GovGurAmt FROM ADVACOTHERDETAIL"	"COMPLETE"	21-AUG-23 06.42.18.407000000 PM	21-AUG-23 06.42.18.430000000 PM	0	26876	2	""	""
236	"DM085"	"UPDATE UnserviedInt FROM AdvAcFinancialDetail"	"COMPLETE"	21-AUG-23 06.42.18.433000000 PM	21-AUG-23 06.42.18.433000000 PM	0	26876	2	""	""
237	"DM085"	"UPDATE FRAUD ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	21-AUG-23 06.42.18.433000000 PM	21-AUG-23 06.42.18.447000000 PM	0	26876	2	""	""
238	"DM085"	"UPDATE FRAUD ACCOUNT MARKING  IN PRO.CustomerCal"	"COMPLETE"	21-AUG-23 06.42.18.447000000 PM	21-AUG-23 06.42.18.450000000 PM	0	26876	2	""	""
239	"DM085"	"UPDATE IBPC MARKING  IN PRO.AccountCal"	"COMPLETE"	21-AUG-23 06.42.18.450000000 PM	21-AUG-23 06.42.18.460000000 PM	0	26876	2	""	""
240	"DM085"	"UPDATE Securitised MARKING  IN PRO.AccountCal"	"COMPLETE"	21-AUG-23 06.42.18.460000000 PM	21-AUG-23 06.42.18.470000000 PM	0	26876	2	""	""
241	"DM085"	"UPDATE PUI MARKING  IN PRO.AccountCal"	"COMPLETE"	21-AUG-23 06.42.18.470000000 PM	21-AUG-23 06.42.18.480000000 PM	0	26876	2	""	""
242	"DM085"	"UPDATE RFA MARKING  IN PRO.AccountCal"	"COMPLETE"	21-AUG-23 06.42.18.480000000 PM	21-AUG-23 06.42.18.500000000 PM	0	26876	2	""	""
243	"DM085"	"UPDATE NonCooperative MARKING  IN PRO.AccountCal"	"COMPLETE"	21-AUG-23 06.42.18.500000000 PM	21-AUG-23 06.42.18.517000000 PM	0	26876	2	""	""
244	"DM085"	"UPDATE Repossessed ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	21-AUG-23 06.42.18.517000000 PM	21-AUG-23 06.42.18.583000000 PM	0	26876	2	""	""
245	"DM085"	"UPDATE Inherent Weakness ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	21-AUG-23 06.42.18.583000000 PM	21-AUG-23 06.42.18.630000000 PM	0	26876	2	""	""
246	"DM085"	"UPDATE SARFAESI ACCOUNT MARKING IN PRO.ACCOUNTCAL"	"COMPLETE"	21-AUG-23 06.42.18.630000000 PM	21-AUG-23 06.42.18.693000000 PM	0	26876	2	""	""
247	"DM085"	"UPDATE RC-Pending MARKING  IN PRO.AccountCal"	"COMPLETE"	21-AUG-23 06.42.18.693000000 PM	21-AUG-23 06.42.18.713000000 PM	0	26876	2	""	""
248	"DM085"	"UPDATE Written-Off Accounts MARKING IN PRO.ACCOUNTCAL"	"COMPLETE"	21-AUG-23 06.42.18.713000000 PM	21-AUG-23 06.42.18.760000000 PM	0	26876	2	""	""
249	"DM085"	"UPDATE CONDI_STD IN PRO.AccountCal"	"COMPLETE"	21-AUG-23 06.42.18.760000000 PM	21-AUG-23 06.42.19.123000000 PM	1	26876	2	""	""
250	"DM085"	"UPDATE Last Credit Date"	"COMPLETE"	21-AUG-23 06.42.19.123000000 PM	21-AUG-23 06.42.19.130000000 PM	0	26876	2	""	""
251	"DM085"	"UPDATE AddlProvisionAmount  AT Account level"	"COMPLETE"	21-AUG-23 06.42.19.130000000 PM	21-AUG-23 06.42.19.130000000 PM	0	26876	2	""	""
252	"DM085"	"MOC UPDATES AUTO AND MANUAL"	"RUNNING"	21-AUG-23 06.42.19.277000000 PM			26876	2	""	""
1068	"D2KT\DBSERVER$"	"UPDATE Repossessed ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	01-SEP-23 06.36.54.253000000 PM	01-SEP-23 06.36.54.253000000 PM	0	26844	1	""	""
1069	"D2KT\DBSERVER$"	"UPDATE Inherent Weakness ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	01-SEP-23 06.36.54.257000000 PM	01-SEP-23 06.36.54.257000000 PM	0	26844	1	""	""
1070	"D2KT\DBSERVER$"	"UPDATE SARFAESI ACCOUNT MARKING IN PRO.ACCOUNTCAL"	"COMPLETE"	01-SEP-23 06.36.54.257000000 PM	01-SEP-23 06.36.54.257000000 PM	0	26844	1	""	""
1071	"D2KT\DBSERVER$"	"UPDATE FRAUD ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	01-SEP-23 06.36.54.257000000 PM	01-SEP-23 06.36.54.257000000 PM	0	26844	1	""	""
1072	"D2KT\DBSERVER$"	"UPDATE EXCEPTIONAL DEGRADATION MARKING IN PRO.CUSTOMERCAL"	"COMPLETE"	01-SEP-23 06.36.54.257000000 PM	01-SEP-23 06.36.54.257000000 PM	0	26844	1	""	""
1073	"DM085"	"UPDATE Repossessed ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	01-SEP-23 06.46.32.193000000 PM	01-SEP-23 06.46.32.193000000 PM	0	26844	2	""	""
1074	"DM085"	"UPDATE Inherent Weakness ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	01-SEP-23 06.46.32.193000000 PM	01-SEP-23 06.46.32.193000000 PM	0	26844	2	""	""
1075	"DM085"	"UPDATE SARFAESI ACCOUNT MARKING IN PRO.ACCOUNTCAL"	"COMPLETE"	01-SEP-23 06.46.32.193000000 PM	01-SEP-23 06.46.32.193000000 PM	0	26844	2	""	""
1076	"DM085"	"UPDATE FRAUD ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	01-SEP-23 06.46.32.193000000 PM	01-SEP-23 06.46.32.193000000 PM	0	26844	2	""	""
1077	"DM085"	"UPDATE EXCEPTIONAL DEGRADATION MARKING IN PRO.CUSTOMERCAL"	"COMPLETE"	01-SEP-23 06.46.32.193000000 PM	01-SEP-23 06.46.32.193000000 PM	0	26844	2	""	""
1078	"DM085"	"UPDATE Repossessed ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	01-SEP-23 06.47.10.347000000 PM	01-SEP-23 06.47.10.347000000 PM	0	26844	3	""	""
1079	"DM085"	"UPDATE Inherent Weakness ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	01-SEP-23 06.47.10.347000000 PM	01-SEP-23 06.47.10.347000000 PM	0	26844	3	""	""
1080	"DM085"	"UPDATE SARFAESI ACCOUNT MARKING IN PRO.ACCOUNTCAL"	"COMPLETE"	01-SEP-23 06.47.10.347000000 PM	01-SEP-23 06.47.10.347000000 PM	0	26844	3	""	""
1081	"DM085"	"UPDATE FRAUD ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	01-SEP-23 06.47.10.347000000 PM	01-SEP-23 06.47.10.347000000 PM	0	26844	3	""	""
1082	"DM085"	"UPDATE EXCEPTIONAL DEGRADATION MARKING IN PRO.CUSTOMERCAL"	"COMPLETE"	01-SEP-23 06.47.10.350000000 PM	01-SEP-23 06.47.10.350000000 PM	0	26844	3	""	""
1083	"D2KT\DBSERVER$"	"UPDATE Repossessed ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	02-SEP-23 12.07.36.987000000 PM	02-SEP-23 12.07.36.990000000 PM	0	26844	4	""	""
1084	"D2KT\DBSERVER$"	"UPDATE Inherent Weakness ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	02-SEP-23 12.07.36.990000000 PM	02-SEP-23 12.07.36.990000000 PM	0	26844	4	""	""
1085	"D2KT\DBSERVER$"	"UPDATE SARFAESI ACCOUNT MARKING IN PRO.ACCOUNTCAL"	"COMPLETE"	02-SEP-23 12.07.36.990000000 PM	02-SEP-23 12.07.36.990000000 PM	0	26844	4	""	""
1086	"D2KT\DBSERVER$"	"UPDATE FRAUD ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	02-SEP-23 12.07.36.990000000 PM	02-SEP-23 12.07.36.990000000 PM	0	26844	4	""	""
1087	"D2KT\DBSERVER$"	"UPDATE EXCEPTIONAL DEGRADATION MARKING IN PRO.CUSTOMERCAL"	"COMPLETE"	02-SEP-23 12.07.36.990000000 PM	02-SEP-23 12.07.37.007000000 PM	1	26844	4	""	""
1088	"D2KT\DBSERVER$"	"UPDATE Repossessed ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	02-SEP-23 12.58.12.340000000 PM	02-SEP-23 12.58.12.340000000 PM	0	26844	5	""	""
1089	"D2KT\DBSERVER$"	"UPDATE Inherent Weakness ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	02-SEP-23 12.58.12.340000000 PM	02-SEP-23 12.58.12.340000000 PM	0	26844	5	""	""
1090	"D2KT\DBSERVER$"	"UPDATE SARFAESI ACCOUNT MARKING IN PRO.ACCOUNTCAL"	"COMPLETE"	02-SEP-23 12.58.12.340000000 PM	02-SEP-23 12.58.12.343000000 PM	0	26844	5	""	""
1091	"D2KT\DBSERVER$"	"UPDATE FRAUD ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	02-SEP-23 12.58.12.343000000 PM	02-SEP-23 12.58.12.343000000 PM	0	26844	5	""	""
1092	"D2KT\DBSERVER$"	"UPDATE EXCEPTIONAL DEGRADATION MARKING IN PRO.CUSTOMERCAL"	"COMPLETE"	02-SEP-23 12.58.12.343000000 PM	02-SEP-23 12.58.12.343000000 PM	0	26844	5	""	""
1178	"dbcreater"	"INSERT DATA FOR PRO.CUSTOMERCAL CAL TABLE"	"COMPLETE"	04-SEP-23 11.50.55.003000000 AM	04-SEP-23 11.50.55.007000000 AM	0	26857	8	""	""
1179	"dbcreater"	"INSERT DATA IN ACCOUNTCAL TABLE"	"COMPLETE"	04-SEP-23 11.50.55.007000000 AM	04-SEP-23 11.50.55.013000000 AM	0	26857	8	""	""
1180	"dbcreater"	"UPDATE PANNO"	"COMPLETE"	04-SEP-23 11.50.55.013000000 AM	04-SEP-23 11.50.55.013000000 AM	0	26857	8	""	""
1181	"dbcreater"	"UPDATE AADHAR NUMBER IN CUSTOMER CAL"	"COMPLETE"	04-SEP-23 11.50.55.013000000 AM	04-SEP-23 11.50.55.017000000 AM	0	26857	8	""	""
1182	"dbcreater"	"INSERT INVALID PANCARDNO|AADHARCARDNO"	"COMPLETE"	04-SEP-23 11.50.55.017000000 AM	04-SEP-23 11.50.55.017000000 AM	0	26857	8	""	""
1183	"dbcreater"	"UPDATE ProductCode IN ACCOUNTCAL"	"COMPLETE"	04-SEP-23 11.50.55.017000000 AM	04-SEP-23 11.50.55.030000000 AM	0	26857	8	""	""
1184	"dbcreater"	"UPDATE DRAWINGPOWER|REVIEWDUEDT FOR ALL ACCOUNT"	"COMPLETE"	04-SEP-23 11.50.55.033000000 AM	04-SEP-23 11.50.55.050000000 AM	0	26857	8	""	""
1185	"dbcreater"	"UPDATE Asset_Norm|FacilityType ISLAD  ACCOUNT"	"COMPLETE"	04-SEP-23 11.50.55.050000000 AM	04-SEP-23 11.50.55.053000000 AM	0	26857	8	""	""
1186	"dbcreater"	"UPDATE BANK ASSET CLASSIFICATION IN ACCOUNTCAL"	"COMPLETE"	04-SEP-23 11.50.55.053000000 AM	04-SEP-23 11.50.55.053000000 AM	0	26857	8	""	""
1187	"dbcreater"	"UPDATE ContiExcessDt FOR CC ACCOUNT"	"COMPLETE"	04-SEP-23 11.50.55.053000000 AM	04-SEP-23 11.50.55.053000000 AM	0	26857	8	""	""
1188	"dbcreater"	"UPDATE Balance,LastCrDate,CreditsinceDt FOR ALL ACCOUNT"	"COMPLETE"	04-SEP-23 11.50.55.053000000 AM	04-SEP-23 11.50.55.060000000 AM	0	26857	8	""	""
1189	"dbcreater"	"UPDATE OVERDUE SINCE DATE DUE TO DPD MAX FOR VISION PLUS DATA ONLY"	"COMPLETE"	04-SEP-23 11.50.55.100000000 AM	04-SEP-23 11.50.55.103000000 AM	0	26857	8	""	""
1190	"dbcreater"	"SrcAssetClass_Key key|SysAssetClassAlt_Key"	"COMPLETE"	04-SEP-23 11.50.55.103000000 AM	04-SEP-23 11.50.55.110000000 AM	0	26857	8	""	""
1191	"dbcreater"	"UPDATE SYSASSETCLASSALT_KEY|SYSNPA_DT BY PAN NO"	"COMPLETE"	04-SEP-23 11.50.55.110000000 AM	04-SEP-23 11.50.55.110000000 AM	0	26857	8	""	""
1192	"dbcreater"	"UPDATE SYSASSETCLASSALT_KEY|SYSNPA_DT BY AADHARCARD NO"	"COMPLETE"	04-SEP-23 11.50.55.110000000 AM	04-SEP-23 11.50.55.110000000 AM	0	26857	8	""	""
1193	"dbcreater"	"SplCatg Alt_Key ACCOUNT LEVEL"	"COMPLETE"	04-SEP-23 11.50.55.110000000 AM	04-SEP-23 11.50.55.110000000 AM	0	26857	8	""	""
1194	"dbcreater"	"UPDATE SplCatg Alt_Key CUSTOMER LEVEL"	"COMPLETE"	04-SEP-23 11.50.55.113000000 AM	04-SEP-23 11.50.55.113000000 AM	0	26857	8	""	""
1195	"dbcreater"	"MARKING OF ALWAYS STD Account LEVEL"	"COMPLETE"	04-SEP-23 11.50.55.113000000 AM	04-SEP-23 11.50.55.127000000 AM	0	26857	8	""	""
1196	"dbcreater"	"marking  always NPA account table level"	"COMPLETE"	04-SEP-23 11.50.55.127000000 AM	04-SEP-23 11.50.55.130000000 AM	0	26857	8	""	""
1197	"dbcreater"	"marking  always STD CUSTOMER  level"	"COMPLETE"	04-SEP-23 11.50.55.130000000 AM	04-SEP-23 11.50.55.130000000 AM	0	26857	8	""	""
1198	"dbcreater"	"marking  always NPA CUSTOMER table level"	"COMPLETE"	04-SEP-23 11.50.55.130000000 AM	04-SEP-23 11.50.55.133000000 AM	0	26857	8	""	""
1199	"dbcreater"	"UPDATE Accounts whose customer is in always standaed category"	"COMPLETE"	04-SEP-23 11.50.55.133000000 AM	04-SEP-23 11.50.55.133000000 AM	0	26857	8	""	""
1200	"dbcreater"	"UPDATE Accounts whose customer is in always NPA category"	"COMPLETE"	04-SEP-23 11.50.55.133000000 AM	04-SEP-23 11.50.55.133000000 AM	0	26857	8	""	""
1201	"dbcreater"	"CurrAssetClassAlt_Key update in Account Cal from customer Cal systemAssetclassalt_key"	"COMPLETE"	04-SEP-23 11.50.55.133000000 AM	04-SEP-23 11.50.55.137000000 AM	0	26857	8	""	""
1202	"dbcreater"	"UPDATE InitialNpaDt AND FinalNpaDt AT Account  level from customer to account"	"COMPLETE"	04-SEP-23 11.50.55.137000000 AM	04-SEP-23 11.50.55.137000000 AM	0	26857	8	""	""
1203	"dbcreater"	"marking always NPA account table level where vision plus  AccountBlockcode2=K"	"COMPLETE"	04-SEP-23 11.50.55.137000000 AM	04-SEP-23 11.50.55.137000000 AM	0	26857	8	""	""
1204	"dbcreater"	"marking always NPA account table level where WriteOffAmount>0"	"COMPLETE"	04-SEP-23 11.50.55.140000000 AM	04-SEP-23 11.50.55.207000000 AM	0	26857	8	""	""
1205	"dbcreater"	"UPDATE PrvQtrRV  AT Customer level"	"COMPLETE"	04-SEP-23 11.50.55.207000000 AM	04-SEP-23 11.50.55.730000000 AM	0	26857	8	""	""
1206	"dbcreater"	"UPDATE CurntQtrRv  AT Customer level"	"COMPLETE"	04-SEP-23 11.50.55.730000000 AM	04-SEP-23 11.50.55.817000000 AM	0	26857	8	""	""
1207	"dbcreater"	"UPDATE SECURITY FLAG WHERE SECURITY AT CUSTOMER LEVEL BUT  SecApp UNSECURED AT ACCOUNT LEVEL"	"RUNNING"	04-SEP-23 11.50.55.817000000 AM			26857	8	""	""
1208	"dbcreater"	"update FlgAbinitio MARK at account level"	"COMPLETE"	04-SEP-23 11.50.55.820000000 AM	04-SEP-23 11.50.55.830000000 AM	0	26857	8	""	""
1209	"dbcreater"	"update FlgFITL MARK at account level"	"COMPLETE"	04-SEP-23 11.50.55.830000000 AM	04-SEP-23 11.50.55.830000000 AM	0	26857	8	""	""
1210	"dbcreater"	"UPDATE OVERDUESINCEDT FROM BILL DETAIL TABLE "	"COMPLETE"	04-SEP-23 11.50.55.830000000 AM	04-SEP-23 11.50.56.010000000 AM	1	26857	8	""	""
1211	"dbcreater"	"UPDATE CoverGovGur BILL AT ACCOUNT LEVEL"	"COMPLETE"	04-SEP-23 11.50.56.010000000 AM	04-SEP-23 11.50.56.017000000 AM	0	26857	8	""	""
1212	"dbcreater"	"UPDATE CoverGovGur PC AT ACCOUNT LEVEL"	"COMPLETE"	04-SEP-23 11.50.56.017000000 AM	04-SEP-23 11.50.56.017000000 AM	0	26857	8	""	""
1213	"dbcreater"	"UPDATE CoverGovGur DL AT ACCOUNT LEVEL"	"COMPLETE"	04-SEP-23 11.50.56.017000000 AM	04-SEP-23 11.50.56.017000000 AM	0	26857	8	""	""
1214	"dbcreater"	"UPDATE CoverGovGur CC AT ACCOUNT LEVEL"	"COMPLETE"	04-SEP-23 11.50.56.020000000 AM	04-SEP-23 11.50.56.020000000 AM	0	26857	8	""	""
1215	"dbcreater"	"UPDATE PrvQtrInt,CurQtrInt,CurQtrCredit,PreQtrCredit"	"COMPLETE"	04-SEP-23 11.50.56.020000000 AM	04-SEP-23 11.50.56.030000000 AM	0	26857	8	""	""
1216	"dbcreater"	"UPDATE INTNOTSERVICEDDT IN PRO.ACCOUNTCAL"	"COMPLETE"	04-SEP-23 11.50.56.030000000 AM	04-SEP-23 11.50.56.030000000 AM	0	26857	8	""	""
1217	"dbcreater"	"OVERDUE SINCE DATE IS AVAILABLE BUT OVERDUE AMOUT IS ZERO"	"COMPLETE"	04-SEP-23 11.50.56.030000000 AM	04-SEP-23 11.50.56.030000000 AM	0	26857	8	""	""
